RFI102176|"Various questions regarding allotment sites in redbridge"
RFI102253|"Various questions on domiciliary care for those aged over 65"
RFI102256|"Lots of statistical information required about CSCL"
RFI102257|"Various information requested re City Airport growth plan"
RFI102255|"CCTV cameras in Redbridge between 2001 and 2007"
RFI102258|"Various questions on CE/Leader/Heads of service salaries/bonuses/pension schemes/employees earning ï¿½50,000 or more/ï¿½100k or more"
RFI102306|"Authorisations issued under the Environmental Protection Act 1990 and permits issued under the Plooution Prevention and Control Act 1999 or the Environmental Permitting Regs 2007."
RFI102254|"Asking for a number of names of officers plus telephone and email contact details in various posts."
RFI102260|"information on council properties and rent arrears"
RFI102263|"How many educational welfare officers/educational psychologists/compulsory school age in the area"
RFI102262|"Various questions to do with servers/PCs/popwer consumption/data centre or share facility"
RFI102268|"Various quesions on officers earning ï¿½100,000 - ï¿½200,000"
RFI102266|"Various questions on teachers/classroom assistants/employees/contractors on sex offenders list"
RFI102264|"Various questions on FOI requests received"
RFI102267|"Number of people claiming benefits/living in homes worth ï¿½1m subsidised by council.  How many in house price ranges of ï¿½1 to ï¿½5m and above."
RFI102265|"Details of external website support services commissioned by LBR including website design/website development/contracts outsourced to third party agencies"
RFI102270|"Various questions on social housing properties"
RFI102269|"Section 79 Highways Act 1980 prevention of obstruction at corners - how many times has this legislation been used."
RFI102277|"Statistics of the number of people of ethnic descent who are presecuted for benefit fraud and imprisoned as opposed to the number of caucasion people of anglo saxon descent who are prosecuted."
RFI102271|"Request for number of pest control operatives and population of the Borough"
RFI102272|"Number of exclusions for last three years."
RFI102273|"Name and contact numbers for various heads of service"
RFI102276|"Aircraft noise complaints between 2004/2010"
RFI102274|"Questions on dealing with council tax arrears."
RFI102275|"Questions on impact economic downturn has had on local authority finances."
RFI102338|"Information re policy on call monitoring and recording relating to Parking Management."
RFI102278|"Primary school pupils excluded from school from 2007 - 2009"
RFI102280|"Savings achieved in Supporting People programme/reserves relating to the SP programme"
RFI102279|"Various questions on how the borough is kept clean."
RFI102281|"What is monthly income associated with each of the Car Club Only bay offered to StreetCar to park their vehicles on the streets listed and duration of contract."
RFI102283|"Information collected on behalf of DCSF about allegations against staff"
RFI102282|"Road maintenance spend - mid year budget/actual spend/major schemes accepted/refused for last 5 years."
RFI102285|"Number of children arriving without parent/guaridan seeking asylum/placed with carers/cost of caring/list of originating countries 2007/2009"
RFI102288|"Questions on job cuts during current squeeze on public spending."
RFI102284|"Response to a complaint.  Applicant wants to know source of information received."
RFI102286|"Various questions on Redbridge Life."
RFI102287|"Various questions on housing benefit claims."
RFI102289|"Does Council have a contract with Tribal Group for school improvement/services/further education consultancy and management/curriculum support"
RFI102303|"Various questions on Local Land Charges Register and the provision of answers to local enquiries"
RFI102291|"Planning vision for the future of the planning system - information required by student."
RFI102292|"Promoting public participation within the planning system."
RFI102295|"Questions on credit card surcharges."
RFI102294|"Various questions of income received by the council on fines."
RFI102293|"Income from court costs relating to liability orders."
RFI102309|"Under the Freedom of Information Act, could you provide me with all planning application (in London Borough of Redbridge) for an extension during the period of 2009 to present.  Previous granted scheme: put in plain words why my previous plans was granted yet the same plans are refused?"
RFI102290|"Lots of questions on ICT"
RFI102296|"Various questions on council website redesigns"
RFI102301|"Various questions regarding placement of elderly persons into care."
RFI102300|"S47 investigations/interviews/joint social worker/police/police alone/social worker alone."
RFI102299|"Non geographical phone numbers i.e. 08/09 - how many/how much income etc.,"
RFI102396|"FOI regarding use of term \"farmers market\" for Wanstead Farmers' Market. Wants copy of contract with market operators, any conditions with regard to vendors and the produce/products they sell, details of who actually runs the market and terms of business, who in the Council is responsibl for overseeing market, do we have authority over the name of the market?"
RFI102400|"Enforcement of yellow box juunctions by CCTV cameras"
RFI102399|"Various questions on British Sign Language interpreting services provided by LBR"
RFI102403|"Various questions on planning applications."
RFI102398|"Details of tenders awarded by LBR to Call Centre/Call Handling/Out of Hours CallHandling etc.,"
RFI102402|"Level of customer satisfaction in parking services?"
RFI102401|"Various questions on Mark Fletcher/Mark Fletcher Brown/Reputation"
RFI102406|"Questions on Council's policy on Living Wage"
RFI102407|"Licence details on Catwalk Pet Shop, Barkingside"
RFI102404|"Various questions on use of RIPA"
RFI102405|"Number of times LBR has used RIPA in last 24 months."
RFI102426|"Questionnaire re: Parking Enforcement which consist of several questions that require addressing.  see questionnaire logged for FOI team 102408."
RFI102408|"Questionnaire on FOI recording.  See also request 102426."
RFI102409|"Amount spent on suppliers 2006/7/8"
RFI102411|"Details of Occupational/Health and Safety Manager"
RFI102412|"Election expenditure of London Assembly candidates"
RFI102416|"Where primary/junior school children move to when they leave for secondary schools."
RFI102410|"Information about Fly Tipping & Skip Permits in your area"
RFI102413|"List of all empty properties in the borough."
RFI102415|"Amount of funding received from central government from 1970 to date"
RFI102414|"Latest food hygiene inspection reports on list of fast food outlets"
RFI102417|"Various questions on households LBR sends to other boroughs/how many tents housed within Redbridge."
RFI102420|"How many school days missed by pupils away on authorised/authorised holidays."
RFI102421|"Questions on whether LBR has introduced a new motto/mission statement within last 5 years."
RFI102418|"Various questions on corporate credit cards - use by staff"
RFI102419|"Genas Report - see full description"
RFI102422|"Various questions on children being reported as sexually abused at nursery schools."
RFI102423|"Names/addresses  of all commercial premises served with a noise abatement notice."
RFI102425|"Questions on FTE employees employed/sickness/prizes offiered re reducing sickness/management level employees"
RFI102424|"List of all non domestic rate accounts currently overpaid or in credit."
RFI102427|"Questions on exclusions for pupils physically assulting staff in primary/secondary schools"
RFI102430|"Various questions on benefits received by employees as part of salary/payments received by employees"
RFI102440|"Licensing under the 1952 Hypnotism Act"
RFI102431|"Organisational charts for Children and Adults Social Services"
RFI102435|"List of all commercial properties owned by the council."
RFI102432|"Requesting pewrsonal details from prmises licence application for Richmond Mini Market"
RFI102434|"Request for information regarding Mr T from personal alcohol licence."
RFI102433|"Wants the name of the person who made a complaint to Trading Standards."
RFI102436|"Is contact centre accredited by an external oganisation mark."
RFI102437|"Information regarding admissions to reception at St Bede's RC School and nursery 2010"
RFI102441|"Request for information regarding overseas trips from 1/1/09 to date."
RFI102439|"(a) addresses and rateable values of empty Commercial properties with a current rateable value between ï¿½18,000 and ï¿½20,000 that are within Redbridge Borough Council area; and       (b) the names and addresses of the owners of those properties referred to in (a)"
RFI102438|"the average number of days permanent employees are absent from work per year due to sickness."
RFI102444|"Information on sickness/occupational health."
RFI102443|"|nformation on pay and bonuses for jobs and number of people employed."
RFI102442|"Information regarding Customer Contact centre costs and resources"
RFI102445|"Information regarding staff sickness absence by headcount"
RFI102446|"Information about compensation claims in past three years."
RFI102449|"Does LBR run some form of heritage plaque system to commemorate buildings/sites"
RFI102450|"Various questions on staff numbers/ledgers and number of building control applications."
RFI102448|"tell me whether your council has any plans in place to allow staff to watch matches during this summer's football World Cup during what would otherwise be their normal working hours?"
RFI102447|"Supply Traffic Regulation Orders for whole of Clements Road, Ilford."
RFI102451|"Various questions on pensions i.e. staff retiring early/average age/youngest/still working"
RFI102454|"Visitor and issue figures for each of LBR libraries for 2009/10"
RFI102453|"Copy of LBR Bullying and Harassment/Dignity at Work Policy."
RFI102452|"How much has the authority spent on outside storage."
RFI102455|"Charge to owners for returning stray animals/how much money received by Council/how many animals rounded up"
RFI102457|"Information regarding UTMC projects and funding"
RFI102456|"damaged or defective road surfaces in your borough.   1) How many claims were made from claimants alleging damage to vehicles or personal injury in the last twelve months from April 2009 - April 2010 in your borough?  What was the total amount of these claims?   2) What value was actually paid out by your borough?   3) How does this compare to the previous years April 2008 - April 2009? April 2007 to 2008"
RFI102458|"Is there a programme/initiative to reduce the carbon footprint of the Council."
RFI102459|"How many applications received by LBA for disabled facility grants in 2009/10 and approved"
RFI102461|"Various questions on cycle parking spaces provided in and around Town Hall"
RFI102460|"Information re computers and computer networks"
RFI102463|"Information about occupancy of council houses"
RFI102464|"Information about number of staff and sickness absence"
RFI102462|"Information about polling stations and staff and ballot papers"
RFI102466|"information about the investments of Councils pension fund."
RFI102465|"Information regarding recycling"
RFI102467|"Information re complaints re untidy land in Lowbrook Road"
RFI102468|"1.\tNumber of Flats within your Borough (i.e. households without garden) 2.\tNumber of houses with garden spaces (households with garden) 3.\tIs there any land allotments within the borough (both used and unused) 4.\tThe council's policy regarding land allotments (i.e. how the land is allocated)"
RFI102469|"request a full structure chart including names and job titles of all individuals on salary scale PO6 or above."
RFI102471|"copies of or have access to all papers relating to the project of the playground at Brocket Way, this includes all papers on the consultation and all papers on the costings and expenditure relating to this project.  As I believe the playground does not cater for the needs of our local children, it has not been fairly consulted on and that the funds have not been spent effectively."
RFI102472|"Information about parking fines and traffic wardens"
RFI102470|"Information on recruitment costs and contracts"
RFI102473|"Information re allegations against teachers"
RFI102505|"1The total number of children who were in residential care paid for by the authority for the financial year 2009/10.  2 The budget for these placements.  3 The proportion of placements that were with/without education.  Envelope provided for response."
RFI102474|"I would like to request a complete list of public toilets within your borough, including addresses, opening times, whether male or female and whether they have wheelchair access. these would include any toilets that are open to the general public that you have a record of.   If you consider that this information is already in the public domain, I would be grateful if, under Section 16 of the Act, you provided a weblink to details of each toilet."
RFI102476|"All information held by your borough that relates to any parking contraventions in my name. Any documentation,emails and data          Date from: : September 2009         Date to: : May 2010         Other information: : Please send me all data that relates to me held by your borough in relation to transport/parking"
RFI102475|"I would like to request a complete list of establishments that that council has licensed to serve alcohol (and which are currently licensed).  I would like the name of the establishment, as well as an address."
RFI102478|"Information regarding stray dogs"
RFI102488|"Information on why Aldersbrook School is used as a polling station, including investigations to consider alternatives."
RFI102479|"Information re penalty charge notices and cctv cameras"
RFI102477|"provide me with the exact locations and facilities of the play parks within your authority including within your respective boroughs if applicable."
RFI102480|"Information about staff sickness at Trinity School"
RFI102482|"Information regarding compensation claims from students."
RFI102481|"Please could you present me with a list of all public buildings in your remit that have Display Energy Certificates to date (including schools and all other public buildings requiring a DEC).   This information should include the RRN number, Related RRN number,  Issue date of certificate, Organisation name, Address details and the Energy Rating Band."
RFI102484|"Information about the Prevent Programme in London (Redbridge)"
RFI102483|"Information regarding council tax paid by households on gypsy/travellor sites"
RFI102487|"The accounts for The London Borough Of Redbridge 2009-10"
RFI102497|"Information about recovery of unpaid council tax."
RFI102486|"How many political assistants ï¿½ or officers with other job titles who are allowed to give politically partisan advice to councillors ï¿½ are employed by the Council? What are the salaries of these officers, and how much does the Council spend in total per annum on these officersï¿½ salaries?"
RFI102485|"Information about the Council CMS"
RFI102491|"Information regarding a property in Kinfauns Road"
RFI102495|"information on procurement contracts and expenditure"
RFI102493|"provide me with the following information about unplanned school closures (snow, boiler breakdown, sickness, staff absences, strikes etc etc) over the last four calendar years (May 2006 - May 2010)"
RFI102508|"Wants test report obtained during investigation"
RFI102489|"Police reports made to and from the given address         Date from: : 01.01.07         Date to: : 01.01.10"
RFI102492|"the total amount of money paid to trade unions by Redbridge Council and the amount of staff time spent on union activities by Redbridge Council employees."
RFI102490|"Information about Cleansing and Grounds maintenance contracts"
RFI102496|"Information about Olympic torch relay"
RFI102500|"1, Details (i.e. addresses/contact phone numbers) of any new schools/colleges that will be opening (including details of when they are due to open) in your borough in 2010 and 2011  2, Details of who I would need to contact to discuss the possible supply and recycle of printer cartridges to these new schools.  Please can you provide this information by email."
RFI102494|"Information regarding Council tax at committal hearings"
RFI102498|"Information on committal hearings arranged by LBR from 1 jan 2006 to 31 Dec 2009."
RFI102499|"Information re reduction/remission of council tax liability by the court."
RFI102502|"1.      How many Automatic Number Plate Recognition (ANPR) cameras does your authority operate? 2.      Where is each one positioned? 3.      Why are they sited where they are?"
RFI102513|"Regarding shop keepers on Barkingside High Street ....How many notices have been issued, how many fines paid and how many licences have been revoked."
RFI102501|"Dispute over Blue Badge application."
RFI102503|"Information regarding unqualified social work professionals"
RFI102504|"Information about Highways and adoption of privately owned land"
RFI102506|"Deficit of pension fund/how invested"
RFI102509|"Various questions on use of CCTV Smart Cars."
RFI102507|"Full submission made to Newham council before Newham Council made a planning decision to permit the increase in aircraft movements at London City Airport."
RFI102510|"Full details of information held on persons deceased with no known next of kin."
RFI102512|"Various questions on pay/training etc., for teaching assistants."
RFI102511|"Various quetions on adoption and fostering."
RFI102515|"Rateable values and rents payable on all bowling greens."
RFI102518|"Various questions on social work posts."
RFI102548|"Information about consultants"
RFI102521|"Copies of Hygiene Improvement Notices/Hygiene Emergency Prohibition Notices/complaints about establishments"
RFI102519|"Structure charts for Legal/HR and Finance."
RFI102514|"Various questions on on-line council tax benefit system"
RFI102516|"Name of person responsible for as Returning Officer plus amont paid."
RFI102520|"Recorded allegations of sexual abuse by ?RC Priests/how many Priests/type of allegation/proved or otherwise"
RFI102517|"How many incidents where refuse collectors were assaulted by members of the public/date lost through injuries."
RFI102522|"Questions on Health Impact Assessments submitted as support for planning applications"
RFI102530|"Could you suppy the names; date of birth; dates of death; last known addresses; estimated size of estates and the date this information was passed to the Treasury  Solicitor.   The request is looking at the last six months only."
RFI102524|"Information regarding trees removed and planted."
RFI102527|"Information about refugees housed by the council."
RFI102528|"Information about pension fund"
RFI102523|"Requires copies of the highway inspection records together with all opening/closing notices, defect notices and records of complaints for 2 years for Miss Z Ford v British Telecommunications plc"
RFI102529|"Information on ICT services"
RFI102526|"Information on weapons found in possession of students."
RFI102531|"information regarding work permits for children under the age of 16"
RFI102525|"which properties within the boundaries ofthe London Borough of Redbridge have been granted planning permission for a loft conversion with a donrter facing the public highway from 1 st January 2000 to 31 st May 2010."
RFI102532|"Please release the statutory register of members' interests in full for each of the last three years (calendar or financial). Each annual list should contain the names of all councillors with entries for each of them on gifts, hospitality, outside interests, other paid employment etc"
RFI102536|"please tell me whether, since 1st January 2005, you have introduced new wording on any \"welcome\" road signs which greet people as they enter your council area.  If so, please could you provide me with the wording on the new signs, as well as the wording it replaced.  If the signs have changed since !st January 2005, please advise how much it cost to remove the old signs and install new ones.  If you are able to supply this information without treating this as a Freedom of Information response, please feel free to do so."
RFI102533|"ntroduction of yellow lines in Swindon Close IG3 8BQ . Also can you please confirm the date when Redbridge Council adopted Swindon Close from Redbridge Housing."
RFI102535|"An explanation of the permitted customer parking immediately outside the 11 unit shopping parade of which we are part, especially on the square paving stones which are owned and maintained by LBR."
RFI102534|"process of deciding where to locate CCTV cameras for parking enforcement and for parking enforcement and moving traffic contraventions."
RFI102612|"Time and place of the next public meeting. Also the amount of allegations or rape, the amount that were charge and then the conviction please. And information on the 'rape crisis centre' (has it been put to tender yet?)"
RFI102542|"1. Please provide the total value of redundancy payments for staff in each of the last three financial years, 2007/8. 2008/9, 2009/10.  2. Please state, for each of these financial years, how many redundancies this total relates to. For example ï¿½1m for two redundancies in 2008/09.  3. Please detail the number of redundancy payments over ï¿½100,000, in ï¿½50,000 brackets. For example:  ï¿½150,000-ï¿½200,000 - 5 people ï¿½200,000-ï¿½250,000 - 6 people ï¿½300,000-ï¿½350,000 - 2 people ï¿½350,000-ï¿½400,000 - 3 people etc"
RFI102537|"Information regarding individual and address in Redbridge regarding housing"
RFI102538|"details associated with you recruitment process and the advertising undertaken."
RFI102540|"whether you have renamed any streets, roads, avenues etc in your council area since 1st January 2000?  If so, could you please tell me the old name, the new one, and the reason it was changed."
RFI102541|"Any correspondence between the council and Olympic Delivery Authority on the Olympic Route Network"
RFI102539|"Information re EDRM systems"
RFI102566|"Please provide, subject to the provisions of the Act, copies of all documentation allowing the London Borough of Redbridge,as a billing authority for Council Tax, to write-off any sum of Council Tax.  This should include any documentation relating to write-off provisions under the Local Government Finance Act 1992 and any similar legislation, as well as any documentation whether local or national that has been used from l.January 2005 to date."
RFI102544|"structure chart of the Senior Management Teams with Job Titles and Departments, etc."
RFI102555|"SR -v- British Telecommunications plc - BT requires copies of the highways inspection records together with all opening/closing notices, defect notices and records of complaints for 2 years prior to 18th September 2008"
RFI102546|"Information about the council pension scheme"
RFI102545|"Information about management team costs and council finances"
RFI102549|"How you procure Construction Consultancy Services"
RFI102547|"1. For each year, since the year 2000, how many referrals were made to your local area?  Please indicate what area this covers. 2. How many of those referrals were made by dentists? If this information is not available for each year since 2000, could you please provide information for the years that you do hold. If the information is not available specifically for referrals made by dentists, could you provide the breakdown by referrer that you do have."
RFI102543|":: Spending related to 2012 Olympic games by the council during the financial years 2006/7, 2007/8, 2008/9 and 2009/10 (broken down by year)  ::Proposed annual spending related to 2012 Olympic games in the financial years 2010/11, 2011/12, 2011/13 (as far as these proposed figures exist)."
RFI102550|"I would like to know what companies have contacts with your council to recycle electronic goods, including fridges, computers and televisions.  I would be grateful if you could tell me which electronic goods each company deals with."
RFI102551|"I would like a) the service record for the Pay and display ticket machines situate in York Road, Ilford and b) a copy of the CCTV footage covering that area         Date from: : 26th April 2010         Date to: : 28th April 2010"
RFI102554|"I would like to re-submit my request, with the questions stating \"Asylum Seeking Children, which you have acknowledged you have information about, instead of refugees."
RFI102553|"research into how councils trade with their suppliers."
RFI102552|"information about school admission at Park Hill school"
RFI102558|"information regarding trade waste service"
RFI102557|"Information re waste collection services."
RFI102559|"information about lawyer/solicitor recruitment"
RFI102556|"Information about ethnicity of legal recruitment"
RFI102561|"Information re poisoning incident on Wanstead Flats, March 2010"
RFI102590|"Request for referrals of estate to the Bona Vacantia Division of the Treasury Solicitors."
RFI102584|"All correspondence and Notices for Planning and Compulsory Purchase for properties adjacent to Ilford Station including Ilford Station"
RFI102560|"Information regarding use of leafleting."
RFI102564|"Request for information about housing benefit"
RFI102563|"details of the producer compliance scheme which removes Waste Electrical and Electronic Equipment"
RFI102568|"please could you provide me with a list of all the flags flown from your main council building (Town/City/County Hall) within the last 12 months, from today."
RFI102562|"copies of all complaints made against my home and under which section of the Public Health Act you are suggesting that such matters are investigated under."
RFI102565|"how much money is given to Independent schools by the council for the last three years in order to cover the costs of educating state school pupils."
RFI102567|"contract for the Community Gold Project and details of successful tenderer."
RFI102586|"Was the proprietor/manager of Lawson Motors located and if so are you are able to let us have such contact details if different from the address for Lawsom Motors above?"
RFI102569|"a) how much money has been spent on producing and distributing council newspapers b) how much money is spent per year on PR and communications staff. c) how much is paid to the highest paid member of PR/communications staff"
RFI102571|"electronic copy (pdf preferable) of all  Private Hire, Taxi and SEN Home to Scholl  contractors and consultants or consulting firms currently employed by Redbridge"
RFI102570|"Questionnaire to be completed re: what type of events requires a Licence with deposit?"
RFI102575|"Can you provide a list of the events that your Borough provides on a yearly basis and the reason behind each one for doing so?"
RFI102681|"Request for access to Adult Social Services records on deceased.  Initial request received on 09.06.2010. Incorrect request made. Authorisation received on 25.06.2010."
RFI102574|"Please advise information on the reason(s) for installing the CCTV camera located at Havelock Street, opposite Willow Walk, the date of installation and the date the camera became operational."
RFI102572|"Please can you give me a breakdown of each of the schools within the borough who have a schools finance manager/officer or business manager, there individual salary bracket as well as the annual cost to the taxpayer for said employees pension schemes."
RFI102573|"information relating to the incidence of attempts by care providers to evict residents in care homes - that is, care providers giving residents notice to leave or otherwise attempting to get them to leave without their involvement in the decision or  against their wishes."
RFI102576|"nformation about actions the council has taken under the Proceeds of Crime Act from November 1 2009 onwards which have been made without the involvement of the police."
RFI102577|"details of all reports, emails, minutes of meetings and any other relevant documentation, showing the reasons for selecting the locations and  also details of the cost of installation, date of installation, and the date of coming into operation of each of the 25 CCTV cameras for parking enforcement, listed at Appendix 10 of the Code of Practice for Operation of CCTV Traffic Enforcement Cameras in the London Borough of Redbridge."
RFI102589|"Info regarding hand car wash operation in the borough"
RFI102578|"Information you may hold for anyone who has died intestate with no known next of kin since 1st January 2010 to date,"
RFI102581|"1) how many AC units you have which are in working order in the Highways and Engineering Services section and how many of them are not working?     2)Have you got any plans to carry out repairs or implement new AC units in this section. 3)How do you assess who is intitled to an AC Unit.   4)Can you advice how many senior managment in Highways and Engineering Services have been issued with AC units and How many in the Admin team?"
RFI102579|"I would like how many children have been forcibly adopted (against parental consent and wishes) since 2006"
RFI102580|"What is the current highest level of weekly or monthly housing benefit being paid for by the council?  Can you please provide some basic and anonymous information about the claimant? What type of accommodation is covered by the claim? Can you please state the total amount received by this claimant in housing benefit over the life time of this and any other claims met by the council? Is the amount currently being received by the aforementioned claimant the highest weekly or monthly amount ever paid to a claimant by the council? Is this claimant referred to in question 5 still claiming for a property within the council's area.  If so can you please state how much they are currently receiving each week or month?  Whether the claimant referred to in question 5 is still claiming or not can you please state the total amount of housing benefit received by this claimant over time?"
RFI102583|"Please can you investigate why you have performed a search on my credit file in November 2009, when I have not been registered on the electoral register in the borough since 2007?"
RFI102582|"Would you please advise me what information is available under the Freedom of Information Act concerning remuneration of coucillors and employees, and where I may find it?"
RFI102588|"list of premises registered for firework storage"
RFI102585|"ist of all CCTV cameras currently used by the London Borough of Redbridge, setting out the location of each camera and the uses to which each camera is put."
RFI102587|"Miss Z F -v- British Telecommunications plc requesting:  1) Frequency of inspections on Ilford Lane and whether these inspectioins are waled or driven? 2) requesting copy of inspection records for the first post accident inspection."
RFI102592|"Information regarding use of MORI"
RFI102596|"Info re applications for primary school places for admission in September 2010 which contained a preference for either or both of the following schools:   Clore Tikva School Ilford Jewish Primary School"
RFI102591|"information regarding discrimination cases taken against Council by staff or ex staff between 1/6/08 and 1/6/10"
RFI102660|"request for details of SR in relation to their client's claim in relation to water from adjoining property."
RFI102593|"Please could you provide me with dates of when CLEMENTS ROAD- Ilford IG1 was restricted for use for certain vehicles only? When were the signs put up to warn drivers of these restrictions?   How many CCTV PCN notices have London Borough Of Redbridge issued to drivers for this road since the introduction of the restrictions?"
RFI102594|"Use of private investigators to conduct investigations into alleged disciplinary and professional misconduct breaches by teaching staff"
RFI102595|"The number of Looked After Children placed in residential homes out of county and the individual costs of these  The total number of residential placements and the cost of these"
